name,brand,sku,category_hierarchy,url,price,unit_pack_size,availability,description,specifications,image_urls,alternative_products
Safco rubber dam forceps,Safco Dental,NDJOD,Dental Dam,https://www.safcodental.com/product/safco-rubber-dam-forceps,$39.99,,In Stock,"Handcrafted from surgical grade stainless steel and engineered to precise dimensions for comfort and precision providing years of reliable and durable performance.&nbsp; &nbsp;&nbsp;

Curved handle design for comfort and efficiency.
Autoclavable.
",{},"https://www.safcodental.com/media/catalog/product/n/d/ndjod.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Painless Steel needles,Safco Dental,AEBGO,Dental Needles & Needle Cappers,https://www.safcodental.com/product/painless-steel-trade-needles,$18.49,,In Stock,"Ultra-sharp, three-edge bevel lancet offers smooth entry into tissue, enhancing patient comfort. Bevel indicator is clearly marked. Plastic threaded hub, color-coded by gauge. EtO sterilized. Latex-free.",{},"https://www.safcodental.com/media/catalog/product/a/e/aebgo.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
X-Tip,Safco Dental,AEBXT,Dental Needles & Needle Cappers,https://www.safcodental.com/product/x-tip-sup-trade-sup,$86.99,,In Stock,"Increase patient comfort with this fast, efficient anesthesia delivery system. A special funnel-shaped guide sleeve&nbsp;stays in place after drilling, allowing for precise injection of anesthetic into the cancellous bone.",{},"https://www.safcodental.com/media/catalog/product/a/e/aebxt.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
JM needles,Safco Dental,AEBAD,Dental Needles & Needle Cappers,https://www.safcodental.com/product/jm-needles,$13.99,,In Stock,"Indicator dot on hub assures easy identification of the lancet bevel position for less insertion pain. Universal plastic hub.
&nbsp;",{},"https://www.safcodental.com/media/catalog/product/a/e/aebad.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Septoject needles,Safco Dental,AEBAF,Dental Needles & Needle Cappers,https://www.safcodental.com/product/septoject-reg-needles,$22.99,,In Stock,"Bevel indicator for needle tip orientation. Tri-beveled tip for smooth, easy insertion. Plastic, pre-threaded hub for easy assembly.",{},"https://www.safcodental.com/media/catalog/product/a/e/aebaf.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Accuject needles,Safco Dental,AEBAA,Dental Needles & Needle Cappers,https://www.safcodental.com/product/accuject-reg-needles,$20.49,,In Stock,"Indicator with a dot on the hub to identify the needle&rsquo;s bevel position, to ensure accurate, consistent injections. Universal, pre-threaded plastic hub.",{},"https://www.safcodental.com/media/catalog/product/a/e/aebaa.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Ultra Safety Plus Twist XL,Safco Dental,AEBUQ,Dental Needles & Needle Cappers,https://www.safcodental.com/product/ultra-safety-plus-twist-xl,$64.49,,In Stock,"Sterile, single-use, self-aspirating syringe system. Features a patented locking system for increased ease of use and safety. Reduces the risk of needlestick injury. Transparent barrel allows easy inspection of solution when aspirating. Finger grips on outer protective sheath for better grip. Each box comes with a reusable blue syringe handle that can be sterilized. Optional single-use white handles also available.",{},"https://www.safcodental.com/media/catalog/product/a/e/aebuq.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Orabloc dental needles,Safco Dental,AEBEO,Dental Needles & Needle Cappers,https://www.safcodental.com/product/orabloc-reg-dental-needles,$13.99,,In Stock,"Stainless steel needles with ultra thin wall, triple-sharpened tip and silicone-coated to ensure a painless injection.",{},"https://www.safcodental.com/media/catalog/product/a/e/aebeo.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Monoject needles,Safco Dental,AEBAC,Dental Needles & Needle Cappers,https://www.safcodental.com/product/monoject-trade-needles,$14.49,,In Stock,"Ultra sharp, tri-beveled, anti-coring lancet point; no bevel indicator. Latex-free.",{},"https://www.safcodental.com/media/catalog/product/a/e/aebac.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Septoject Evolution needles,Safco Dental,AEBAX,Dental Needles & Needle Cappers,https://www.safcodental.com/product/septoject-reg-evolution-needles,$33.99,,In Stock,"Innovative and patented scalpel-designed bevel engineered for a smoother penetration with less tissue displacement.

Reduces discomfort for patients, even when used for multiple injections.
Better control and accuracy due to less use of force and significantly decreased deflection.
High grade surgical stainless steel tubing.
Plastic hub.
",{},"https://www.safcodental.com/media/catalog/product/a/e/aebax.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Jenker Needle Stick Protector,Safco Dental,AEEAA,Dental Needles & Needle Cappers,https://www.safcodental.com/product/jenker-trade-needle-stick-protector,$85.99,,In Stock,"Conical, stainless steel receptacle holds needle sheath for one-handed recapping. Autoclavable.",{},"https://www.safcodental.com/media/catalog/product/a/e/aeeaa.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Safco Shotgum needles,Safco Dental,AEBDP,Dental Needles & Needle Cappers,https://www.safcodental.com/product/safco-shotgum-trade-needles,$17.49,,In Stock,"Pre-threaded plastic hub for quick and secure attachment to the syringe. &nbsp;Triple bevel tip for smooth, easy insertion. &nbsp;Bevel indicator for at-a-glance&nbsp;orientation of the needle tip. &nbsp;Not made with natural rubber latex.",{},"https://www.safcodental.com/media/catalog/product/a/e/aebdp.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Orabloc Needlestick Safety System,Safco Dental,AEEGJ,Dental Needles & Needle Cappers,https://www.safcodental.com/product/orabloc-needlestick-safety-system,$29.49,,In Stock,"Prevents accidental needle stick during recapping or disposal. Provides protection by covering the end of the needle with a protective capsule after use. Non-slip dispenser bottom adheres to surfaces and allows for one handed use.

Automatically advances to the next capsule after one is removed.
Can be used with all needle lengths and gauges.
CDC and OSHA compliant.
",{},"https://www.safcodental.com/media/catalog/product/a/e/aeegj.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Septoject XL needles,Safco Dental,AEBBC,Dental Needles & Needle Cappers,https://www.safcodental.com/product/septoject-reg-xl-needles,$28.49,,In Stock,"Boxes clearly marked ""Block"" or ""Infiltration"" make it easier to choose the right needle for the right procedure. Enlarged bore requires less pressure on the plunger. Triple bevel design; visual indicator for easy insertion.",{},"https://www.safcodental.com/media/catalog/product/a/e/aebbc.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Protector Needle Sheath Prop,Safco Dental,AEEAB,Dental Needles & Needle Cappers,https://www.safcodental.com/product/protector-trade-needle-sheath-prop,$19.49,,In Stock,"Securely holds needle cap in a ready position for safe, one-handed recapping. Non-sterile. OSHA compliant.",{},"https://www.safcodental.com/media/catalog/product/a/e/aeeab.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
FlowStar Double nasal hood,Safco Dental,AEGAL,Nitrous Oxide Accessories,https://www.safcodental.com/product/flowstar-double-nasal-hood,$97.99,,In Stock,"Soft, single-use scented double nasal hoods offer a superior seal that reduces the escape of nitrous oxide in the operatory. Low profile design gives better vision of the oral cavity. Fits most brands of double tubing scavenging systems.",{},"https://www.safcodental.com/media/catalog/product/a/e/aegal.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
WhiteGaps nasal hood protectors,Safco Dental,AEGFG,Nitrous Oxide Accessories,https://www.safcodental.com/product/whitegaps-reg-nasal-hood-protectors,$27.29,,In Stock,A clinically proven and effective method to inhibit contamination of nitrous oxide units. These disposable nasal covers increase patient comfort when wearing nitrous oxide masks or hoods.,{},"https://www.safcodental.com/media/catalog/product/a/e/aegfg.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Belmed Breathing Bag,Safco Dental,AEGCB,Nitrous Oxide Accessories,https://www.safcodental.com/product/belmed-breathing-bag,$36.99,,In Stock,"
3L neoprene breathing bag
Ideal for various respiratory and anesthesia applications
Latex-free
Single patient use

&nbsp;",{},"https://www.safcodental.com/media/catalog/product/a/e/aegcb.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Personal Inhaler Plus+ (PIP+) nasal hoods,Safco Dental,AEGAA,Nitrous Oxide Accessories,https://www.safcodental.com/product/personal-inhaler-plus-trade-pip-nasal-hoods,$53.99,,In Stock,"Colorful, scented, single patient use nasal masks that give your patients reliable, comfortable high-quality N2O delivery. Certified latex-free.",{},"https://www.safcodental.com/media/catalog/product/a/e/aegaa.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Axess,Safco Dental,AEGBD,Nitrous Oxide Accessories,https://www.safcodental.com/product/axess-trade,$63.29,,In Stock,"The manufacturer has notified Safco that due to production issues some Axess nasal mask products will not be available until further notice.
Low-profile nasal masks for patient comfort and clinical efficiency.

Low profile design &ndash; for unencumbered mouth access.
Greater patient comfort &ndash; fits snugly without tape or uncomfortable tubes protruding into the nostrils.
Contoured design &ndash; provides a good seal minimizing ambient nitrous oxide and gas flow into the patient&rsquo;s eyes.
Translucent &ndash; for visual monitoring of patient&rsquo;s breathing.
Durability &ndash; wear-resistant housing that will not dent or stain.

Not made with natural rubber latex.",{},"https://www.safcodental.com/media/catalog/product/a/e/aegbd.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Belmed Standard Hoods,Safco Dental,AEGJL,Nitrous Oxide Accessories,https://www.safcodental.com/product/belmed-standard-hoods,$95.99,,In Stock,"Autoclavable hood for scavenging circuit.
Available in three sizes: large, medium, and small (pedo).
&nbsp;",{},"https://www.safcodental.com/media/catalog/product/a/e/aegjl.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
ClearView Classic nasal hoods,Safco Dental,AEGAC,Nitrous Oxide Accessories,https://www.safcodental.com/product/clearview-trade-classic-nasal-hoods,$81.99,,In Stock,"Single-use nasal mask-in-mask for the delivery of nitrous oxide conscious sedation.
Double mask design further reduces ambient nitrous oxide in the operatory:

Clear outer mask provides visual when a patient breathes through their nose (condensation appears in the mask).
Soft inner mask creates desirable facial seal.

Low profile expands clinician&rsquo;s field of view and provides easier access to patient&rsquo;s mouth. Bright colors and delightful scents engage and relax patients of all ages (unscented also available). Latex-free.
&nbsp;",{},"https://www.safcodental.com/media/catalog/product/a/e/aegac.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Aspirating syringes - Septodont,Safco Dental,AECAH,Anesthetic Syringes,https://www.safcodental.com/product/aspirating-syringes-septodont,$94.49,,In Stock,"Stainless steel syringes with no removable parts to lose or break off. 

Standard (gold): larger thumb ring; regular plunger length.
Fusion (titanium): thumb ring and finger grips are smaller than ""Standard"" but larger than ""Petite"". &nbsp;It's the perfect ""in-between"" size.
Petite (blue or pink): smaller thumb ring and finger grip, and shorter plunger length than ""Standard"" or ""Fusion"". Great for smaller hands.
",{},"https://www.safcodental.com/media/catalog/product/a/e/aecah.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Safco aspirating syringes,Safco Dental,AECSA,Anesthetic Syringes,https://www.safcodental.com/product/safco-aspirating-syringes,$21.49,,In Stock,"Experience the benefits of high-quality dental tools with Safco’s line of Aspirating Syringes. Available in both chrome-plated brass or solid surgical grade stainless steel. Our syringes are specially designed to provide reliable and accurate injections, ensuring optimal patient comfort during dental procedures.
Features and benefits include:

Standard and Petite models made from high-quality chrome-plated brass ensuring durability and long life.
Surgical grade solid stainless steel model available for extended longevity and autoclavability.
Precise control and accuracy for optimal patient comfort during injections.
Sharp, pyramid shaped harpoon provides greater contact with anesthetic carpule silicone plunger ensuring proper aspiration.
Ergonomic universal design for comfortable grip during procedures.

Additionally, our syringes are easy to clean and sterilize, improving infection control and ensuring patient safety.",{},"https://www.safcodental.com/media/catalog/product/a/e/aecsa.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Paroject,Safco Dental,AEHPR,Anesthetic Syringes,https://www.safcodental.com/product/paroject-reg,$413.49,,In Stock,"""Pen-style"" intraligamental syringe accepts standard needles and delivers 0.06cc of anesthetic per click from any standard cartridge. Compact and durable.",{},"https://www.safcodental.com/media/catalog/product/a/e/aehpr.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
